geo_id,geography_name,rural,county_tot_pop,tot_cov_pop,pct_tot_cov_pop,tot_cov_pop_MOE,pct_tot_cov_MOE,ipr_pop,pct_ipr_pop,ipr_pop_MOE,pct_ipr_MOE,aging_pop,pct_aging_pop,aging_pop_MOE,pct_aging_MOE,incarc_pop,pct_incarc_pop,incarc_pop_MOE,pct_incarc_MOE,vet_pop,pct_vet_pop,vet_pop_MOE,pct_vet_MOE,dis_pop,pct_dis_pop,dis_pop_MOE,pct_dis_MOE,lang_barrier_pop,pct_lang_barrier_pop,lang_barrier_pop_MOE,pct_lang_barrier_MOE,lang_pop,pct_lang_pop,lang_pop_MOE,pct_lang_MOE,pct_low_literacy_pop_nces,pct_low_literacy_nces_MOE,minority_pop,pct_minority_pop,minority_pop_MOE,pct_minority_MOE,rural_pop,pct_rural_pop,rural_pop_MOE,pct_rural_MOE,pct_no_fixed_bb_pop_fcc,no_bb_or_computer_pop,pct_no_bb_or_computer_pop,no_bb_or_computer_pop_MOE,pct_no_bb_or_computer_MOE
01021000000,"Chilton County, Alabama",Rural,44428,44428,100,0,0,13570,31.3,1239,2.9,9860,22.4,328,0.7,188,0.4,80,0.2,2543,5.8,389,0.9,8669,19.7,655,1.5,9241,21,631,1.4,1304,3.2,271,0.7,26.2,3.7,8753,19.9,57,0.1,44060,100,25,0.1,36.6,10990,25.2,1142,2.6
01023000000,"Choctaw County, Alabama",Rural,12589,12589,100,0,0,4511,35.5,527,4.1,3878,30,134,1,37,0.3,15,0.1,889,6.9,172,1.3,3506,27.1,247,1.9,2668,20.6,279,2.2,48,0.4,46,0.4,31.8,3.9,5638,43.6,19,0.1,12930,100,19,0.3,78.5,4119,32.3,625,4.9
01025000000,"Clarke County, Alabama",Rural,23622,23622,100,0,0,8204,34.8,870,3.7,6264,26,186,0.8,103,0.4,66,0.3,1174,4.9,179,0.7,4555,18.9,366,1.5,5618,23.3,424,1.8,137,0.6,119,0.5,32.2,4.6,11408,47.3,22,0.1,24130,100,22,0.1,44.2,8997,37.9,930,3.9
01027000000,"Clay County, Alabama",Rural,13235,13235,100,0,0,4363,33.4,672,5.2,3551,26.6,153,1.1,54,0.4,51,0.4,632,4.7,166,1.2,2488,18.7,315,2.4,3186,23.9,303,2.3,17,0.1,30,0.2,31.8,4.3,2620,19.6,19,0.2,13340,100,19,0.2,57.1,3263,24.9,523,4
01029000000,"Cleburne County, Alabama",Rural,14910,14910,100,0,0,3945,27,582,3.9,3872,26,167,1.1,81,0.5,70,0.5,697,4.7,129,0.9,3324,22.3,314,2.1,2748,18.4,284,1.9,173,1.2,72,0.5,27.9,4.2,1090,7.3,26,0.2,14920,100,19,0.2,82.7,4388,29.8,519,3.5
01031000000,"Coffee County, Alabama",Not rural,52342,43618,83.3,2369,4.5,11880,23.4,804,1.6,11492,22.2,227,0.4,248,0.5,61,0.1,6285,12.2,431,0.8,9282,18,563,1.1,8944,17.3,535,1,1133,2.3,279,0.6,22.4,2.8,15423,29.9,53,0.1,24170,46.8,38,0.1,8.7,8127,15.9,889,1.7
01033000000,"Colbert County, Alabama",Rural,55241,55241,100,0,0,13370,24.7,1055,1.9,14648,26.7,285,0.5,87,0.2,48,0.1,3843,7,363,0.7,10380,19,524,1,9149,16.7,601,1.1,510,1,157,0.3,23.3,3,11941,21.8,32,0.1,54770,100,28,0.1,15.9,12906,23.8,990,1.8
01035000000,"Conecuh County, Alabama",Rural,12067,12067,100,0,0,4299,35,700,5.8,3841,31,165,1.3,45,0.4,53,0.4,575,4.6,155,1.3,2771,22.4,332,2.7,2876,23.2,292,2.4,0,0,19,0.3,35.5,4.3,6191,50,4,0.1,12390,100,19,0.3,55.8,4672,37.8,677,5.5
01037000000,"Coosa County, Alabama",Rural,10663,10663,100,0,0,2917,28.2,527,5.1,3186,29.6,145,1.4,327,3,131,1.2,931,8.7,148,1.4,2440,22.7,354,3.3,2491,23.2,339,3.1,49,0.5,76,0.7,32,4.7,3787,35.2,84,0.8,10760,100,19,0.3,21.7,2734,26.3,497,4.7
01039000000,"Covington County, Alabama",Rural,37049,37049,100,0,0,10750,29.7,836,2.3,10536,28.3,242,0.7,244,0.7,87,0.2,2898,7.8,253,0.7,8066,21.7,444,1.2,6767,18.2,453,1.2,114,0.3,73,0.2,24.3,3.2,6216,16.7,7,0.1,37200,100,25,0.1,16.6,8254,22.6,706,1.9
01041000000,"Crenshaw County, Alabama",Rural,13772,13772,100,0,0,3995,29.3,481,3.5,3651,26.4,101,0.7,0,0,19,0.2,709,5.1,112,0.8,2985,21.6,234,1.7,2732,19.7,245,1.8,161,1.2,68,0.5,28.4,3.6,4017,29,19,0.2,13840,100,19,0.2,27.1,3955,28.9,450,3.3
01043000000,"Cullman County, Alabama",Rural,83768,83768,100,0,0,20470,25.1,1581,1.9,20624,24.9,489,0.6,353,0.4,135,0.2,5150,6.2,529,0.6,15090,18.2,791,1,13520,16.3,743,0.9,1250,1.6,288,0.4,22.6,3.3,6724,8.1,116,0.1,82850,100,28,0.1,21.6,15880,19.5,1204,1.5
01045000000,"Dale County, Alabama",Not rural,49172,48174,98,527,1.1,14080,29.5,1215,2.5,10947,22.2,275,0.6,87,0.2,60,0.1,5793,11.8,322,0.7,10120,20.5,589,1.2,8960,18.2,511,1,1011,2.2,248,0.5,22.9,3.3,15490,31.4,155,0.3,46130,93.6,443,0.9,5.2,9590,20,966,2
01047000000,"Dallas County, Alabama",Rural,37196,37196,100,0,0,15790,41.1,1051,2.7,9528,24.3,246,0.6,0,0,25,0.1,1807,4.6,256,0.7,7031,18,599,1.5,10170,26,529,1.4,103,0.3,36,0.1,37,4.9,28455,72.7,25,0.1,39150,100,25,0.1,23.6,9840,25.5,858,2.2
01049000000,"DeKalb County, Alabama",Rural,71513,71513,100,0,0,26120,37.2,1585,2.3,16320,22.9,308,0.4,296,0.4,111,0.2,3382,4.7,342,0.5,10020,14.1,639,0.9,17620,24.7,825,1.2,3704,5.5,445,0.7,31.9,4,13951,19.6,33,0.1,71310,100,28,0.1,1.2,15448,22,1388,2
01051000000,"Elmore County, Alabama",Not rural,81209,72148,88.8,2223,2.7,14970,19.5,1625,2.1,17000,21,351,0.4,4086,5,319,0.4,6594,8.1,565,0.7,14280,17.6,793,1,13520,16.7,784,1,1293,1.7,397,0.5,21.5,3.1,21780,26.8,205,0.3,54100,66.7,1126,1.4,7.3,11146,14.5,1174,1.5
01053000000,"Escambia County, Alabama",Rural,36633,36633,100,0,0,12140,35.7,891,2.6,9060,24.4,263,0.7,2805,7.6,302,0.8,2118,5.7,289,0.8,6759,18.2,497,1.3,8633,23.3,522,1.4,222,0.6,154,0.4,30.9,3.5,14736,39.8,48,0.1,37060,100,25,0.1,25.3,11424,33.4,1088,3.2
01055000000,"Etowah County, Alabama",Not rural,102268,95239,93.1,2575,2.5,28330,28,1602,1.6,26127,25.4,365,0.4,0,0,28,0.1,6797,6.6,462,0.5,19480,19,914,0.9,19420,18.9,861,0.8,1938,2,485,0.5,24.3,3,22747,22.1,47,0.1,67260,65.5,41,0.1,4.9,20374,20.1,1503,1.5
01057000000,"Fayette County, Alabama",Rural,16302,16302,100,0,0,5180,32.2,632,4,4638,28.1,165,1,64,0.4,57,0.3,1087,6.6,156,0.9,4386,26.6,348,2.1,3161,19.2,267,1.6,29,0.2,28,0.2,27.1,3.3,2557,15.5,19,0.2,16490,100,19,0.2,80.1,3855,23.8,520,3.2
01059000000,"Franklin County, Alabama",Rural,31362,31362,100,0,0,9426,30.5,1028,3.3,7367,23.4,259,0.8,44,0.1,28,0.1,1330,4.2,246,0.8,4892,15.5,455,1.4,8439,26.8,432,1.4,2468,8.4,362,1.2,31.6,3.9,7285,23.2,22,0.1,31470,100,25,0.1,34.0,9726,31.1,1115,3.6
01061000000,"Geneva County, Alabama",Not rural,26271,26163,99.6,86,0.3,8676,33.3,823,3.2,7042,26.7,208,0.8,58,0.2,29,0.1,2382,9,277,1,6349,24,603,2.3,5188,19.6,414,1.6,274,1.1,88,0.4,27.6,3.5,4266,16.1,22,0.1,26310,99.6,55,0.2,40.4,6590,25.2,707,2.7
01063000000,"Greene County, Alabama",Rural,8111,8111,100,0,0,4497,54.6,513,6.2,2426,29.1,166,2,0,0,17,0.4,457,5.5,173,2.1,2094,25.2,318,3.8,2841,34.1,290,3.5,15,0.2,29,0.4,43.7,5.8,6889,82.8,17,0.4,8324,100,17,0.4,99.1,3287,39.8,593,7.2
01065000000,"Hale County, Alabama",Rural,14651,14651,100,0,0,5767,39.6,636,4.4,3946,26.6,142,1,44,0.3,18,0.1,809,5.5,162,1.1,3270,22.1,397,2.7,3616,24.4,332,2.2,52,0.4,42,0.3,35.2,4.5,8955,60.5,63,0.4,14810,100,19,0.2,48.6,4645,31.8,627,4.3
01067000000,"Henry County, Alabama",Not rural,17205,17160,99.7,78,0.5,4373,26.1,584,3.5,4984,29.1,132,0.8,60,0.4,30,0.2,1247,7.3,206,1.2,3462,20.2,357,2.1,3488,20.4,289,1.7,74,0.5,51,0.3,27.4,3.7,5282,30.8,19,0.2,17110,99.9,29,0.2,35.9,3241,19.3,474,2.8
01069000000,"Houston County, Alabama",Not rural,105882,87671,82.8,4106,3.9,30300,29.3,893,0.9,24397,23.3,239,0.2,415,0.4,136,0.1,7889,7.5,356,0.3,18260,17.4,535,0.5,19160,18.3,497,0.5,1111,1.1,158,0.2,24.3,2.9,35122,33.5,224,0.2,32890,31.4,525,0.5,12.7,22063,21.3,964,0.9
01071000000,"Jackson County, Alabama",Rural,51626,51626,100,0,0,16550,32.4,1370,2.7,13779,26.6,321,0.6,209,0.4,92,0.2,2772,5.3,275,0.5,10230,19.7,674,1.3,9404,18.1,569,1.1,299,0.6,167,0.3,24.4,3.7,5575,10.8,49,0.1,51850,100,28,0.1,3.6,11172,21.8,920,1.8
01073000000,"Jefferson County, Alabama",Not rural,658573,523471,79.5,36481,5.5,162700,25.3,4290,0.7,145171,22,1213,0.2,2515,0.4,279,0.1,36789,5.6,1227,0.2,105100,15.9,2207,0.3,120400,18.3,2351,0.4,15221,2.5,1032,0.2,22.7,3.4,330572,50.1,237,0.1,64190,9.7,1878,0.3,0.9,106826,16.6,3776,0.6
01075000000,"Lamar County, Alabama",Rural,13805,13805,100,0,0,4566,33.4,598,4.4,4011,28.9,167,1.2,53,0.4,26,0.2,757,5.5,155,1.1,3239,23.3,420,3,2697,19.4,306,2.2,62,0.5,74,0.6,27.3,3.7,1945,14,25,0.2,13890,100,19,0.2,56.9,3808,27.8,587,4.3
01077000000,"Lauderdale County, Alabama",Not rural,92729,80973,87.3,3425,3.7,23000,25.5,1658,1.8,24555,26.5,382,0.4,216,0.2,117,0.1,6002,6.5,550,0.6,14130,15.3,819,0.9,15720,17,843,0.9,1169,1.3,248,0.3,21.2,2.9,14142,15.3,54,0.1,52250,56.5,35,0.1,18.3,21114,23.4,1696,1.9
01079000000,"Lawrence County, Alabama",Not rural,32924,32860,99.8,125,0.4,9463,28.9,1047,3.2,8328,25.2,282,0.9,129,0.4,86,0.3,1533,4.6,211,0.6,7092,21.5,543,1.6,7666,23.2,571,1.7,256,0.8,126,0.4,28.1,3.6,7773,23.5,52,0.2,32950,99.7,121,0.4,44.7,10623,32.4,947,2.9
01081000000,"Lee County, Alabama",Not rural,164542,121217,73.7,9945,6,44560,28.7,2467,1.6,26535,16.5,569,0.4,320,0.2,159,0.1,9950,6.2,730,0.5,21210,13.2,1237,0.8,27640,17.2,1307,0.8,4323,2.9,562,0.4,19.8,3.4,52468,32.6,238,0.1,36730,22.8,1194,0.7,3.7,22756,14.7,2044,1.3
01083000000,"Limestone County, Alabama",Not rural,98915,86163,87.1,3757,3.8,20010,21.8,1601,1.8,19962,21.1,452,0.5,2604,2.7,425,0.4,7168,7.6,548,0.6,15180,16,1123,1.2,17820,18.8,973,1,1844,2.1,384,0.4,22.7,3,22219,23.5,36,0.1,54480,57.5,1098,1.2,9.2,15549,16.9,1757,1.9
01085000000,"Lowndes County, Alabama",Rural,9726,9726,100,0,0,4338,43.7,449,4.4,2595,25.7,102,1,39,0.4,58,0.6,300,3,81,0.8,2748,27.3,320,3.2,2643,26.2,271,2.7,0,0,17,0.3,41.4,5,7594,75.3,19,0.3,10080,100,19,0.3,85.6,4147,41.6,481,4.7
01087000000,"Macon County, Alabama",Rural,18068,18068,100,0,0,6218,38,626,3.7,4898,26.2,134,0.7,84,0.4,52,0.3,1345,7.2,156,0.8,3495,18.7,334,1.8,5113,27.3,333,1.8,10,0.1,14,0.1,37.6,5.3,15742,84.1,19,0.2,18710,100,19,0.2,35.0,5632,34.3,607,3.6
01089000000,"Madison County, Alabama",Not rural,372909,276248,74.1,22178,6,69570,19.7,2903,0.8,75092,20.7,773,0.2,2741,0.8,185,0.1,32813,9.1,1180,0.3,49090,13.6,1825,0.5,51210,14.1,1486,0.4,8280,2.4,826,0.2,17.2,2.9,127960,35.3,433,0.1,57960,16,1699,0.5,3.6,38304,10.8,2311,0.7
01091000000,"Marengo County, Alabama",Rural,18863,18863,100,0,0,6618,34.8,872,4.6,5187,26.8,202,1,54,0.3,22,0.1,946,4.9,194,1,5030,26,595,3.1,4456,23.1,503,2.6,58,0.3,63,0.3,32,4.2,10649,55.1,19,0.2,19320,100,19,0.2,83.0,5946,31.2,793,4.1
01093000000,"Marion County, Alabama",Rural,29709,29709,100,0,0,9235,31.5,991,3.4,8175,27.4,245,0.8,175,0.6,192,0.6,1385,4.6,223,0.7,8050,27,609,2,5312,17.8,463,1.6,279,1,120,0.4,24.2,3.2,2433,8.1,22,0.1,29870,100,22,0.1,17.6,7657,26.1,749,2.5
01095000000,"Marshall County, Alabama",Not rural,96774,89686,92.7,1958,2,29460,31.3,1614,1.7,22173,23.2,438,0.5,236,0.2,98,0.1,5904,6.2,418,0.4,14540,15.2,769,0.8,22630,23.7,911,1,6703,7.5,623,0.7,26.4,3.6,18407,19.2,98,0.1,74100,77.5,60,0.1,4.0,14861,15.7,1333,1.4
01097000000,"Mobile County, Alabama",Not rural,413210,337146,81.6,23341,5.7,118000,29.1,3931,1,92774,22.4,809,0.2,2923,0.7,690,0.2,28181,6.8,1051,0.3,60220,14.5,1883,0.5,79290,19.1,1954,0.5,6586,1.7,671,0.2,24.9,3.2,178515,43.1,277,0.1,81490,19.7,2273,0.5,6.5,86368,21.3,3713,0.9
01099000000,"Monroe County, Alabama",Rural,20733,20733,100,0,0,8213,39.1,764,3.6,5490,25.8,234,1.1,74,0.3,70,0.3,1336,6.3,342,1.6,3266,15.4,422,2,4871,22.9,404,1.9,18,0.1,22,0.1,32.7,5.1,9726,45.7,22,0.2,21270,100,22,0.2,10.4,11641,55.4,862,4
01101000000,"Montgomery County, Alabama",Not rural,226486,199624,88.1,10785,4.8,65780,30.1,2690,1.2,46826,20.6,729,0.3,1122,0.5,197,0.1,16668,7.3,796,0.4,37070,16.3,1163,0.5,51180,22.6,1430,0.6,6201,2.9,590,0.3,28.4,3.8,150004,66.1,86,0.1,24200,10.7,606,0.3,2.5,38461,17.5,2082,0.9
01103000000,"Morgan County, Alabama",Not rural,119679,97223,81.2,5390,4.5,29380,25.1,1884,1.6,28271,23.7,424,0.4,1061,0.9,355,0.3,7465,6.3,505,0.4,20350,17.1,951,0.8,23000,19.3,1016,0.9,4207,3.8,590,0.5,24.2,3,29050,24.4,65,0.1,43310,36.3,846,0.7,8.3,23997,20.5,1628,1.4
01105000000,"Perry County, Alabama",Rural,8923,8923,100,0,0,4619,54.5,738,8.5,2372,25.5,129,1.4,23,0.2,31,0.3,405,4.4,148,1.6,2151,23.1,334,3.6,2911,31.3,391,4.2,8,0.1,17,0.2,40.8,5.8,6566,70.7,17,0.3,9293,100,17,0.3,99.9,3018,35.6,754,8.9
01107000000,"Pickens County, Alabama",Rural,19930,19930,100,0,0,6327,34.4,647,3.5,5119,25.3,170,0.8,112,0.6,45,0.2,1202,5.9,163,0.8,5141,25.4,388,1.9,5153,25.5,415,2.1,540,2.8,118,0.6,32.7,3.7,9383,46.4,16,0.1,20240,100,22,0.2,42.8,5128,27.8,666,3.6
01109000000,"Pike County, Alabama",Rural,33114,33114,100,0,0,10250,32.6,869,2.7,6746,20.2,235,0.7,10,0.1,5,0.1,1917,5.8,260,0.8,5477,16.4,489,1.5,8262,24.8,734,2.2,1256,4,383,1.2,30.6,3.8,14661,44,30,0.1,33330,100,25,0.1,7.5,8465,26.9,783,2.5
01111000000,"Randolph County, Alabama",Rural,22722,22722,100,0,0,5896,26.6,643,2.9,6686,29.5,195,0.9,86,0.4,59,0.3,1373,6.1,229,1,4074,18,404,1.8,4853,21.4,429,1.9,134,0.6,91,0.4,28.6,3.6,5595,24.7,20,0.1,22650,100,22,0.1,35.8,5230,23.6,669,3
01113000000,"Russell County, Alabama",Not rural,57961,50877,87.8,2586,4.5,17480,30.8,1407,2.5,11611,20,360,0.6,249,0.4,107,0.2,5817,10,503,0.9,11010,19,728,1.3,13540,23.4,896,1.5,1219,2.3,542,1,29.5,3.4,31256,53.9,301,0.5,20140,34.8,760,1.3,10.7,13509,23.5,1422,2.5
01115000000,"St. Clair County, Alabama",Not rural,89512,84559,94.5,1567,1.8,18280,21.4,1694,2,19549,22.2,431,0.5,1802,2,217,0.2,6296,7.2,591,0.7,14990,17,840,1,14350,16.3,802,0.9,747,0.9,265,0.3,21.9,3,12433,14.1,28,0.1,78860,89.6,1023,1.2,11.0,15717,18.3,1777,2.1
01117000000,"Shelby County, Alabama",Not rural,217702,147592,67.8,13005,6,27400,13,1481,0.7,45198,21.2,551,0.3,865,0.4,165,0.1,12648,5.9,671,0.3,24520,11.5,1143,0.5,25120,11.8,976,0.5,5815,2.9,662,0.3,13.4,2.9,47242,22.1,203,0.1,47350,22.2,1351,0.6,4.5,18347,8.7,1461,0.7
01119000000,"Sumter County, Alabama",Rural,12427,12427,100,0,0,5291,44.6,760,6.3,3056,23.9,136,1.1,0,0,19,0.3,481,3.8,143,1.1,3037,23.7,409,3.2,3997,31.2,332,2.6,247,2,159,1.3,37.6,5.3,9622,75.2,19,0.3,12800,100,19,0.3,53.3,3688,30.9,611,5.1
01121000000,"Talladega County, Alabama",Not rural,79978,78178,97.8,666,0.8,24460,31.9,1713,2.2,19907,24.8,355,0.4,818,1,190,0.2,5252,6.5,467,0.6,17300,21.5,791,1,17090,21.3,845,1.1,1007,1.3,299,0.4,29.2,3.5,30043,37.4,68,0.1,76190,94.8,15,0.1,18.8,16172,21,1363,1.8
01123000000,"Tallapoosa County, Alabama",Rural,40367,40367,100,0,0,12240,30.7,1104,2.8,11764,29,263,0.6,149,0.4,105,0.3,2787,6.9,262,0.6,8318,20.5,538,1.3,8553,21.1,671,1.7,354,0.9,107,0.3,28.4,3.5,12619,31.1,25,0.1,40540,100,25,0.1,8.3,7907,19.8,978,2.5
01125000000,"Tuscaloosa County, Alabama",Not rural,209355,169976,81.2,10833,5.2,52630,26.8,2574,1.3,38882,18.8,570,0.3,619,0.3,157,0.1,10059,4.9,609,0.3,27000,13,1283,0.6,41930,20.2,1605,0.8,4459,2.3,624,0.3,22.3,3,79712,38.5,113,0.1,54820,26.4,1170,0.6,7.7,33883,17.2,2085,1.1
01127000000,"Walker County, Alabama",Rural,63521,63521,100,0,0,19310,30.7,1202,1.9,16587,25.9,291,0.5,340,0.5,114,0.2,3882,6.1,368,0.6,16160,25.2,847,1.3,12340,19.2,697,1.1,653,1.1,166,0.3,26.3,3.4,7086,11.1,130,0.2,64110,100,28,0.1,22.8,13968,22.1,1054,1.7
01129000000,"Washington County, Alabama",Rural,16326,16326,100,0,0,5583,34.2,738,4.5,4432,26.8,208,1.3,67,0.4,55,0.3,961,5.8,228,1.4,3716,22.5,380,2.3,4127,25,399,2.4,155,1,154,1,27.9,3.7,5798,35.1,26,0.2,16540,100,19,0.2,68.9,5526,33.7,719,4.4
01131000000,"Wilcox County, Alabama",Rural,10373,10373,100,0,0,4862,47,433,4.2,2838,26.6,109,1,167,1.6,91,0.9,382,3.6,89,0.8,2095,19.6,278,2.6,3255,30.5,283,2.7,89,0.9,100,1,39.9,5.1,7814,73.2,19,0.3,10680,100,19,0.3,58.6,3734,35.8,505,4.8
01133000000,"Winston County, Alabama",Rural,23629,23629,100,0,0,8025,34.4,727,3.1,6688,28.1,210,0.9,79,0.3,102,0.4,1376,5.8,227,1,5942,25,617,2.6,4831,20.3,414,1.7,299,1.3,92,0.4,26.7,3.8,1499,6.3,14,0.1,23780,100,22,0.1,37.3,6451,27.6,758,3.3
02013000000,"Aleutians East Borough, Alaska",Rural,3337,3337,100,0,0,519,22.4,98,3.4,501,14.8,63,1.9,0,0,9,0.6,144,4.3,33,1,313,9.2,60,1.8,1154,34.1,142,4.2,737,22.5,166,5,19.3,10.4,2938,86.8,70,2.1,3385,100,9,0.6,100.0,833,35.9,127,3.4
02016000000,"Aleutians West Census Area, Alaska",Rural,5634,5634,100,0,0,487,11,71,1.6,699,12.3,67,1.2,5,0.1,12,0.2,283,5,79,1.4,483,8.5,96,1.7,1575,27.6,132,2.3,997,18.1,109,2,17.9,4.5,4340,76.2,5,0.1,5698,100,13,0.3,100.0,887,20,97,2.1
02020000000,"Anchorage Municipality, Alaska",Not rural,288000,192674,66.9,18811,6.5,42840,15,2534,0.9,47211,16.1,702,0.2,1506,0.5,263,0.1,26958,9.2,1134,0.4,34070,11.6,1413,0.5,39630,13.5,1429,0.5,15862,5.8,1310,0.5,11.9,3,123571,42.1,389,0.1,0,0,22,0.1,0.3,21883,7.6,1870,0.7
02050000000,"Bethel Census Area, Alaska",Rural,18386,18386,100,0,0,7651,45.1,467,2.6,2249,12.4,110,0.6,233,1.3,123,0.7,631,3.5,79,0.4,1990,11,158,0.9,4743,26.2,341,1.9,2252,13.8,366,2.2,26.5,4.8,16370,90.3,15,0.1,18130,100,15,0.1,100.0,4124,24,355,2
02060000000,"Bristol Bay Borough, Alaska",Rural,836,836,100,0,0,121,15.6,28,3.5,166,19,42,4.5,0,0,9,2.2,78,8.9,20,2.3,113,12.9,35,3.5,117,13.4,46,4.8,5,0.6,5,0.6,11.9,4.4,430,49.1,60,5.9,875,100,80,2.2,100.0,147,18.7,37,4.2
02068000000,"Denali Borough, Alaska",Rural,2097,2097,100,0,0,175,12.3,76,4.5,509,22.7,298,10.2,0,0,9,0.9,132,5.9,61,3.4,332,14.8,143,4.6,212,9.4,131,5.2,70,3.2,121,5.6,8.8,6.8,354,15.8,83,3.4,2246,100,367,0.9,44.6,128,9,66,4.2
02070000000,"Dillingham Census Area, Alaska",Rural,4916,4916,100,0,0,1443,31.8,144,3,785,15.8,71,1.4,0,0,9,0.4,141,2.8,54,1.1,637,12.8,62,1.3,943,19,61,1.2,288,6.4,44,1,18.2,5,4197,84.6,9,0.4,4961,100,9,0.4,100.0,876,19.2,100,2.2
02090000000,"Fairbanks North Star Borough, Alaska",Not rural,96849,75610,78.1,4420,4.6,13530,14.3,1623,1.7,15142,15.3,461,0.5,322,0.3,142,0.1,11305,11.4,942,1,11190,11.3,918,0.9,9330,9.4,672,0.7,2191,2.4,418,0.5,10.3,2.9,29790,30.1,88,0.1,48610,49.1,1295,1.3,10.4,11165,11.8,1492,1.6
